x0;y;y_hat;right
[-4,-35,-49,34,41,0,-5,-18,32,0,-39,0,-13,-20,-27,11,47,11,4,0,0,3,0,-12,-19,0,26,31,27];25;27;False
[-32,-27,-35,45,-25,-33,-11,0,-23,-11,39,-36,43,-44,41,-39,3,-10,27,-20,39,-8,34,15,-29,1,-41,0,-50,-13,-38,49,-29];27;26;False
[27,-32,-40,0,23,0,11,-42,-24,-45,-1,14,18,11,13,-7,44];5;10;False
[-19,0,0,-22,-41,20,49,-22,-10,0,0,0,0,47];12;12;True
[22,-4,-49,-17,47,-44,-43,-7,36,-26,-2,46,43,0,48,-48,40,3,18,23,-31,0,6,-32,22,-13,0,-14,-34,-43];26;23;False
[16,46,0,0,37,28,-35,-8,0,-5,-34,24,-29,-42,26,0,0,33,0,-33,-16];18;14;False
[-18,-33,29,-41,-10,-7,0,23,44,19,39,-15,0,13,17,1,-44,0,39,45,-32,-43,5,0,-45,13,38,-12,-25,-32,21,19,26,-6,0,-40,37,-45,-32,43,48,-45,-19];34;36;False
[-33,-18,-27,27,0,-42,-29,-37,0,0,-16,38,-45,-48,36,10,-12,-18,-2,37,9,7,-44,21,35,-47,-22,12,-40,-39,-50,-39,26,-47,14,-41,5,-2,0,-27];38;33;False
[0,0,0,16,12,40,-28,-11,-24,0,30,0,0,-11];12;9;False
[-38,-48,-47,-17,-15,-49,26,34,1,0,-13,-7,40,1,3,-49,20,-24,30,44,17,-3,-33,-17,-12,-33,4,26,-21,2,-23];9;24;False
[16,16,1,-22,16,0,0,-7,2,0,13,22,0,0,-42,-41,-35,-17,11,0];19;19;True
[-5,-50,0,-35,0,13,-21,0,22,25,-13];7;7;True
[11,19,13,27,14,-44,-8,0,28,39,-18,0,-20,31,-16,49,-1,0,-19,-7,33,-2,37,40,-33,11,1,-25,-26,42,-41,49,33,-33,43,-32,23,-7,-30];17;32;False
[0,25,-1,-46,0];4;4;True
[38,16,34,-26,0,1,-44,-45];4;3;False
[0,0,0,0,31,-36,-20,31,25,0];9;9;True
[-15,4,39,-28,-29,35,-5,-3,28,-12,34,-39,20,-49,-43,-37,42,2,10,-31,0,0,-9,25,-50,-27,6,9,-4,23,-12,-1,-35,39,39,37,-15,44,-11,5,38,-14,-12,-39,36];21;38;False
[-26,3,15,-21,-1,-29,-12,33,26,9,0,14,42,-30,-3,7,-13,0,-2,-12,0,39,-11,22,0,47,-15,-34];24;21;False
[-48,-45,11,43,50,-11,0,1,-14,-21,-37,0,2,17,0,-2];14;9;False
[-9,44,-37,24,-26,0,30,-49,-18,43,50,29,20,0,-40,-21,-49,0,49,15,0,-5,11,-7,-23,6,50,-33,14,-21,-21,22,7,-8,0,31,-23,36,-33,2,0,6,-19,-41,39,49];40;39;False
[-30,-38,0,41,-2,5,-9,12,-24,32,20,3,-48,11,25,33,-4,7,36,-30];2;13;False
[30,17,15,40,0,0,0,-36,0,40,7,31,38,0,46];13;13;True
[1,13,-33,-42,0,30,-35,25,15,26,10,-31,0,0,-20,-20,0,-24,5,0,34,0,-3,-16,-5,-27,32,-27,-20,-46,-12,-49,46];21;26;False
[-9,-15,-29,0,-30,44,-44,-46,12,0,-3,47,47,-44,-42,-38,-15,41,49,11,41,-40,0,2];22;22;True
[0,26,0,34,0,-18,4,5,48,-10,0,-3,-22,0,7,32,23,17,-6,-27,-40,0,-18,-14,-25,-44,28,14,-8,27,-6,-3,-17,-15,44,-22,30,33,9,19,0,-2];40;35;False
[0,-50,1,24,0,3,-7,-47,29,-34,-32,2,0,34,33,0,-2,-26,-15,-32,-32,-50,8,42,-46,0,-15,-19,-17,-44,3,0,14,-24,36];31;28;False
[0,0,0,23,23,16,36,0,0,31,-43,19,0];12;12;True
[49,37,38,-29,-23,33,0,0,3,17,10,11,-19,-12,1,40,23,-11,-4,-36,41,41,42,-21,-19,-45,-36,44,5,-13,-28,-34,-25,-48,-45,25,2,32,-5,-40,-9,0];41;41;True
[-20,0,2,-44,0,-12,0,0,24,0,12,50,0];12;12;True
[32,-2,9,18,7,10,8,-6,-50,0];9;9;True
[0,14,-4,26,-32,14,0,42,-46,11];6;4;False
[0,-28,33,39,-14,50,9,42,45,0,26,-44,48,5,0,36,-50,27,-1,16,0,7,-49];20;16;False
[-28,25,44,0,0,-22,0,-33,-23,-41,42,-48,11,13,0,1,32,4,31,-38,-12,-11,-42,25,-31,-47,34,34,42,-33,13,-44,50,0,37,0,-13];35;30;False
[48,8,-21,14,0,43,-9,-48,-36,13,-17,10,-17,-23,28,-14,23,-19,1,-34,0,10,-32];20;16;False
[-46,32,7,23,-4,0,5,49,43,-20,0,-41,20,-43,-37,25,-15,38,44,-25,-42,28,-38,-18,46,17,-40,-50,9,29,0,33,-14,18,-33,23,41,8,-34,20,-34,-24,-31,-19,-2,-23];30;39;False
[-42,-48,-37,-50,0,-3,16,-15,13,-39,-28,-37,30,-34,11,-17,12,26,-5,-17,29,-1,41,-22,0,-4,6,12,-43];24;22;False
[0,1,38,30,-4,-47,10,-10,3,-22,-31,40,-48,17,-3,43,47,-26,-34,0,-5,-17,-23,20,-4,29,37,-9,37,-12,-15];19;24;False
[20,35,-11,50,50,-32,24,-19,2,48,-27,21,-44,11,0,0,37,-16,7,-29,-5,23,-37,20,42,-8,-47,-5];15;21;False
[-10,0,-37,0,-15,17,0,-27,0,20,-1,25,-27,29,0];14;14;True
[-24,49,0,-38,0,-45,34,-45,0,17,0,-22,47,43,37,-17,45,41,40,0,0,-49,-45,-5,49];20;18;False
[0,-32,-1,13,50,0,31,-6,-48,18,12,-3,10,0,44,1,21,23,-49,0,-24,-6,-30,8,-19,-35,0,-12,0,-38,30,43,-11,0,27,-27,43,-39,14];33;32;False
[-47,-6,-39,-41,42,-7,-35,-11,-2,0,-27,-21,-6,34,-3,-11,-48,-41,45,0,-16,4,37,49,-26,-43,38,-9,-20,-21,-38,41,0,-15];32;27;False
[-8,11,-4,-16,-3,45,-12,-22,20,0,-23,2,26,38,28,25,-17,3,49,10,-18,42,-8,0,26,-40,-38,19,-44,-13,-25,6,49,37,-7,12,-36,6,-38,-22,-2,18,28];23;36;False
[-22,-35,47,-39,-25,-37,8,-41,4,15,41,-8,25,-44,0,-10,-24,-31,-31,0,30,28,38,38,11,-26,-35,-49,-11,-32,0,-48,-34,-2,0,-27,25,-5,12,32,-23,-12,11,40,31];34;38;False
[-24,-22,0,-12,0,0,-37,35,16,39,0,-20,-6,-50,-10,-17,0,-42,15,0,32];19;19;True
[42,33,17,14,38,-34,25,-47,-10,28,14,0,0,0,14,37,-40,13,3,-40,47,41,-6,34,0,5,46,0,21,-37,-34,-25,41,-24,-13,-42,10,-35,30,34,-32,-10,-4,39,-39,5];27;39;False
[-21,-6,0,-26,8,-38,-42,48,-22,38,-26,18,23,37,-1,26,-31,-13,27,35,-41,-8,-20,48,0,-23,0,-36,-41,16,-27,-13,0,-34,-15,-8,33,-22,0,-22,0,-48,29,25];40;37;False
[14,47,14,-1,-37,-9,0,6,0,-1,-31,19,-23,-16,6,-16,-32,-17,-28,-23,30,-39,48,-15,30,-42,2,1,-28,0,-14,0,27,50,-40,18,-23,46,17,-6,-45,-31,-2,-32,38,10,-27,-23];31;41;False
[43,23,-33,50,34,0,5,34,-30,38,-17,44,0,34,0,0,36,49,38,0,-44,35,-38,22,4,0,-48];25;20;False
[42,0,21,0,0,-33,27,44,41,21,21,-34,0,25,-40,-22,-40,0,13,-40,0,-19,-13,-31,-42,48];20;19;False
[-38,0,10,50,39,-37,15,-13,24,0,47,-14,0,13,-35,0,0,42,31,-7,-20,0,3,-48,31,44,36];21;20;False
[30,32,0,-36,0,33,19,47,-43,43,-1,3,48,-47,37,34,29,0,-36,9,-33,-9,-41,-3,-13,21,9,-42,9,-17,-8,-8,0];32;32;True
[27,-4,-42,-34,-8,29,4,0,-44,22,45,-10,47,-27,0,36,-30,0,-31,29,8,40,-1,-23,1,-23,-26,48,-33,23,-44,48];17;25;False
[45,23,-39,0,-40,0,0,5,-18,4,0,-14,-24,-4,-34,45,-36,0,43,-3,36];17;14;False
[37,-40,-22,39,0,0,11,-14,47,5,7,-10,-5,-3,28,-44,-17,49,-36];5;12;False
[-28,-16,-42,32,0,33,45,-2,-49,-15,32,9,-9,-16,-47,41,-49,-36,-46,33,44,19,48,31,-47,43,-36,-42,-34,-27];4;23;False
[-49,-44,-36,0,9,-37,-21,0,-46,24,23,-18,0,25,0,0,-50,0,17,-47,-30,-50];17;16;False
[-14,-20,-10,-14,34,-40,-26,10,-16,7,0,-11,5,0,0,0,6,-22,-12,34,9,-20,-43,48,40,-24,5,-11,41,-1,-18,28,-33,-27,13,0,-44,0,12,-30,-42,-6,16,46];37;37;True
[27,0,41,22,19,-33,0,-42,-27,34,46,-16,43,38,0,0,-39,-31,-33,-15];15;13;False
[3,26,-34,-14,-46,0,32,0,31,-34,0,-25,9,-38,16,15,43,24,-41,1,-16,-20,0,-1,-39,-21];22;19;False
[-8,1,15,0,4,36,3,0,-7,27,33,-27,0,43,-45,0,0,-39,-23,-2,-35,-37,-20,-25,7,46,-26,-33];16;21;False
[-20,-31,40,-46,-6,-43,1,-6,18,0,11,-21,0,10,-49,-28,45,22,28,1,-24,27,-40,1,1,-4,-28,0,-35,11,47,12,-3,-23,-40,-32,-12,-45,22,21,-1,16,25,0,-34,-25,-35];43;40;False
[-47,-19,-4,11,0,-13,-5,18,30,-4,15,-21,-37,5,0,-4,45,14,-45,14,-2,19,6,0,-22,0,42,7,29,0,-16,0,0,49,28,-37,-10];32;30;False
[37,0,32,0,-49,-12,-28,0,-24,9,0,46,32,0,-27,-17,30,-11,36,11,39,-39,-21,-48,0,-34,-32,42,-31,-17];24;23;False
[-33,-32,0,0,-17,-33,-25,-38,-32,0,0,-44,-8,38,2,-14,47,-25,0,-19,-9,0,0,25,7,0,-22,28,-46,21,-41,-44,-15,-43,-40,43,6,41,-21,0];39;39;True
[28,11,-30,0,0,-44,0,40,-48,-2,23];6;6;True
[-41,0,40,0,17,31,0,46,0,12,-22,24,12,-4,-29,17,12,0,-9,0,0,-32,-41,24,-33];20;18;False
[0,-43,18,-19,-4,23,-26,-12,-2,0,48,0,28,45,32,-26,35,-36,-3,-47,0,40,4,0,0];24;24;True
[23,37,0,45,0,50,-27,13,0,20,0,0,-3,10,-22];11;8;False
[-3,34,3,18,-26,0,6,0,43,-41,2,-22,23,9,-31,0,-11,-18,-45,15,14,0,26,7,23,-2,-39,-26,24,0,14,-5,-34,2];29;27;False
[-40,7,1,4,32,33,43,-25,-28,-45,11,-50,-11,0,13,0,33,0,-33,-38,0,0,20,0,-20,-39];23;19;False
[-21,-23,11,2,-47,0,18,0,38,-48,-42,20,3,-34,-19,0,15,-43,-2,26,0,-32,0,10,13,28,4,-33,3];22;22;True
[33,-14,-31,28,-7,49,15,-33,29,40,18,0,-4,-10,0,-13,-9,-45,-34,0,0,25,-2,25,-2,22,35,-10,-30,22];20;23;False
[-6,48,19,28,47,43,-27,-1,-1,-32,-19,39,43,-23,-16,34,22,0,47,-2,-42,30,-17,0,6,2,13,-33,-36,-26,-28,0,17,33,0,6,37,4,42,-36,19,-50,-17];34;36;False
[-17,-22,12,0,45,-13,-41,-36,-27,10,42,-42,17,-8,0,-38,21,-35];14;11;False
[24,25,49,-15,-2,0,0,0,-31,0,0];10;10;True
[45,0,18,2,34,18,49,47,-11,-43,-24,-15,-47,40,-48,-9,41,-2,-38,-26,-36,6,43,33,1,-43,32,5,5,-32,-39,46,18,17,26];1;28;False
[0,38,5,31,44,12];0;4;False
[24,-27,39,-36,-22,-8,0,27,33,-44,42,50,30,48];6;7;False
[0,30,-7,0];3;3;True
[-19,-4,-38,28,22,27,0,0,0,37];8;8;True
[26,12,27,0,-50,-6,-10,0,0,0,-29,0,-29,39,36,0,48,30,11,-40,-26];15;14;False
[-38,5,0,5,0];4;4;True
[35,-6,-11,7,-10,24,15,35,0,-1,45,5,-12,-3,-2,48,-28,-1,29,-35,44,30,3,14,5,16,-4,44,49,-26,-18];8;24;False
[-46,14,-19,-23,33,-38,-35,-47,30,23,24,-35,50,9,-39,39,0,35,49,-45,0,-6,0,23,-12,32,35,23,-5,47,4,41,-20,16,4,0,-35];35;30;False
[12,16,-49,44,-18,43,45,-7,35,-11,38,33,-27,-38,23,30,0,0,-3,-33,37,27,28,-20,46,-36,17,19,2,-28,-12,-11,2,-1,-20,45];17;29;False
[29,-23,42,0,16,38,-23,-47,-37,-20,39,0,15,15,-48,-35,12,42,47,-39,0,0,0,15,0];24;24;True
[0,0,8,0,0,-46];4;4;True
[44,0,-10,-3,-1,19,34,-9,30,-32,1,-33,47,0];13;13;True
[-38,-5,0,-47,-23,28,33,-46,27,46,-4,-39,-4,-27,0,19,25,25,-26,-6,-1,-18,16,10,14,-12,37,45,1,0,-42,23,32,-44,20,-48,20,-14,9,-47,39,4,-49];29;36;False
[-24,33,-45,-47,48,24,11,-39,-48,39,-29,17,-35,-32,-23,23,24,9,33,-46,0,-19,-39,36,-24,-18,25,0,-21,41];27;23;False
[-28,45,28,-12,10,40,-49,-40,39,10,46,39,-36,31,-32,-15,28,0,-5,46,12,21,4,43,34,-49,-43,8,18,24,30,44,-8,0,-47,24,50,-48,31,-12,28,0,44];41;41;True
[-15,46,30,-19,25,-7,0,-6,-24,-40,44,9,2,30,4,38,-1,46,9,-4,0,25,19,10,-15,-49,-50,26,-9,-31,10,-8,-10,-22,11,-7,30,-47];20;31;False
[-35,28,0,-46,17,-14,-39,38,50,50,0,-9,-42,-39,-31,-13,-6,34,-19,-16,0,42,43,26,0,26,36,11,18,47,-19,0,-24];31;26;False
[-19,6,6,-28,-7,-36,-33,29,0,15,9,0,47,26,12,40,-6,27,47,37,24,50,-19,-28,49,-4,-43,23,-7,42,34,33,42,-43,28,12,-44,3,-34,-38,29,24,-35];11;36;False
[45,27,-6,-22,39,45,0,-23,-18,0,36,32,-24,50,26,-2,47,-21,38,-14,40,13,35,36,0,-12,31,0,3,0,-33,-38,-17,-7,18,-28,24,40,-15,2,-50,-34,-21,-28,35,19];29;39;False
[0,10,11,0,15,0,5,49,31,0,38,22,10,0,20,35,27,25,-11,-44,-39,-14,16,5,45,-25,7,33,-8,25,-14,-50,-17,-43,26];13;28;False
[-27,-30,-7,0,-48,-40,17,0,-23,38,13,-22,48,1,0,27,6,0,10,16,15,35,22,48,-23,0,-39,34,40,4,0,-42,24];30;26;False
[0,0,2,0,0,0];5;5;True
[0,0,2,0,0,0];5;5;True
[0,0,2,0,0,0];5;5;True
[4,33,-21,-1,-6,0,5,2,-48,-19,7,-40,8,35,10,6,-14,-34,0,-26,0,0,-38,27,-42,0,-47,25,31,-47,-31,45,0];32;32;True
[-18,-22,35,2,19,44,-14,-29,35,-15,30,-35,-14,34,49,36,-49,-32,-37,47,0,45,47,50,-35,-41,30,-40,-21,47,42,0,26,50,-14,-5,-4];31;30;False
[-10,47,-17,39,14,46,-45,0,44,-8,37,-40,43,47,-27,0,-35,-32,36,-40,42,18,-50,-14,-27,-42,-15,0,10,0,15,36,-9,-31,-34,5,9,5,47,-28,-37];29;34;False
[8,15,-13,-17,0,27,15,-47,22,-28,-25,-48,-12,-19,0,-17,-7,29,39,-10,-38,37,-19,48,-26,0,47,40,0,12,27,-16,-32,25,-3,42,44,28,2,39,0,42,23];40;41;False
[-2,-17,42,-7,23,0,25,-47,-18,-10,40,8,41,-33,45,40,20,33,-4,-17,-45,-37,40,31,-19,18,-50,19,0,-31,-43];28;24;False
[0,43,-43,-44,0,37,31,0,-21,-44,0,-10,-6,-33,12,0,-6,-11,-1,4,49,7,-18,-42,4,-6,-15,-11,0];28;28;True
[0,12,20,-36,0,35,-22,18,5,-49,-2,10,6,49,30,-16,21,9,15,-41,-42,0,0];22;22;True
[34,-4,-41,-24,0,0,24,-17,16,25,0,-12,41,0,0];14;14;True
[0,19,-37,-1,-48,9,-31,17,42,-28,8,-43,26,-50,-31,-19,0,18,11,25,-14,4,-43,-41,-31,37,-15,15,-1,0,-29,23,-45,0,0,-11,-1,-13];34;31;False
[22,42,-25,0,-49,-30,-43,20,37,38,-23,-29,-42,-8,-44,35,6,-30,-46,35,29,-10,-11,-3,-36,0,48,-25,4,39,17,-49,10,-45,19,-48,-4,35,0,20,46];38;39;False
[0,28,-50,-5,0,20,5,21,-3,40,11,-37,-13,19,47,-29,35,35,20,-11,-23,48,20,-42,20,-4,11];4;20;False
[11,0,13,0,45,26,19,47,17,-14,-22,-41,-25,-1,40,-14,5,1,0,44,11,-18,34,18];18;17;False
[-27,32,0,-18,21,-20,-40,43,44,45,47,0,26,18,16,-23,0,0,30,-42,-17,10,-14,-6,0,39,42,28,37,-11,-37,39,37,-30,27,17,10,0,40,-16,-12,12,40];37;36;False
[19,41,30,7,-43,14,35,0,-16,18,-47,28,-35,31,25,41,-50,9,0,35,-30];18;14;False
[-44,0,43,-29,0,19,-8,34,4,-46,43,17,-18,49,33,18,-47,-31,-30,3,-23,-43,36,-7,-30,-46,23,-10];4;21;False
[0,0,11,27,-23,-9,-48,0,3,22,-40,-31];7;7;True
[-32,0,-4,23,32,0,-25];5;4;False
[7,0,40,-37,0,-49,0,-32,-9,-17,0,0,-10,40,-44,46,-50,46,10,0];19;19;True
[4,-29,-14,-43,0,-30,45,31,-29,-4,-21,-38,17,-46,44,0,4,-32,15,12,-40,-46,-7,45,44,-33,2,2,24,20];15;23;False
[-33,30,0,-22,50,-30,-27,13,-45,-44,16,-33,0,8,12,0,-10,-18,-30,-14,33,-42,0];22;22;True
[0,0,6,0,2,0,27,3,-2,0,-15,-23,37,-37,-50,7,0,3,50];16;17;False
[-49,-19,22,-31,28,-18,5,-5,26,-4,0,-31,-25,0,0,0,-48,0,48,9,-2];17;14;False
[0,32,0,15,-32,-43,34,0,-33,0,28,10,-34,-22,39];9;8;False
[34,-2,-36,-46,26,48,-5,-4,35,-12,9,18,23,12,33,-4,23,-11,4,7,24,19,-15,8,-42,-15,-16,-15,-23,-17,44,0,10,-3,-49,-40,-30,25];31;31;True
[-1,-30,35,-39,-12,10,-1,-6,-7,24,17,24,35,5,49,35,47,-44,27,18,18,-10,45,3,42,-26,-5,-26,3,43,-48,-1,-9,-27,0];34;34;True
[0,0,0,-6,0,30,0,2,42,0];9;9;True
[0,32,40];0;1;False
[40,-11,-45,-13,44,-24,-9,-19,30,0,-6,0,-13,-24,18,26,42,6,-26,-43,-42,-41,11,1,0,21,-16,19,-16,-28,-44,-37,10,36,-31,-43,-11,-11,11,6,0,-35,25,0,12,4,1];43;45;False
[42,0,0,-49,37,-47,-16,36,-29,38,27,50,-49];2;6;False
[-5,-31,-45,-48,-36,45,7,0,-26,24,0,-38,-22,0];13;13;True
[-31,37,0,30,0,-34,42,-39,0,4,-9,47,-16,-50,26,47,-25,9,-10,25,-21,-15,34,-29,13,0,31,10,16,4,-38,0,-15,26,44,27,0];36;36;True
[0,0,0,-37,33,0,-9,-39,23,21,-23,0,-10,-22];11;10;False
[0,22,-22,0];3;3;True
[30,21,3,-19,-1,-22,-28,-7,-40,33,-28,-20,37,-28,0,28,29,34,-17,44,-49,10,-31,45,-6,-36,-49,1,-3,20,1,0,-34,-50,0,-16,-30,-33,24,0,-31,1];39;35;False
[0,37,-5,13,-39,-45,-19,-36,0,29,17,7,-23,-28,-48,19,-1,-12,0,40,-16,0,0,0,-10,6,15,-17,29];23;22;False
[-9,0,-10,0,0,-19,-42,2,3,24,36,0];11;11;True
[16,-43,-17,39,-1,28,-47,35,-1,32,50,11,0,33,-49,43,-8,32,-8,-10,-50,7,4,-37,10,-10,49,13,0,-50,-41,-8,6,-30,4,19,0,37,-20,-37,25,0];41;41;True
[3,1,0,34,0,23,0,9,-35,0,-22,4,29];9;6;False
[0,2,-36,0,0,-6];4;4;True
[-42,-16,29,-44,-43,0,42,-21,12,34,-15,3,-39,-14,22,47,34,-36,-46,-22,0,7,19,23,0,17,0,-48];26;21;False
[-25,22,-15,-42,-30,-19,-38,-19,-25,-40,0,4,2,23,-9,-44,-7,0,0,-33,-9,-22,8,19,0,18,35,-50,17,-25,-4,-3,1,-15,0,28,10,-40,8];34;32;False
[27,-47,40,-49,-50,-44,-29,38,6,-13,-35,-21,48,-16,50,50,3,15,0,15,-30,-35,-15,31,35,-4,29,2,44];18;22;False
[-9,0,26,9,0,-3,0,0,-11,9,20,-19,2,-15,0,0];15;15;True
[0,0,0,40,-2,4,27,-35,34,-17,-28,7,0,0];13;13;True
[2,-2,-45,-35,-6,-6,11,11,1,34,-40,6,45,-16,10,0,-13,30,-47,0,-38,-18,-24,39,30,16,30,0,11,-39,29,-43,22,23];27;27;True
[5,34,-47,-12,-11,-34,-46,45,-40,20,30,27,-47,-36,-28,39,-18,43,-15,47,0,45,29,-11,-2,-30,2,-10,0,41,-4,-35,-13,18,25,-22,-8,-1,-44,-15,-11,32,-46,35];28;37;False
[0,29,-31,-25,43,-42,-21,-26,5,47,0,36,50,48,-49,17,34,-29,10,8,48,0,-26,-46,12,-34,36,-20,3,0,35,0,0,-6];32;27;False
[25,0,0,0,24,0,10,0];7;7;True
[-39,0,39,3,-37,0,17,-32,-35,40,-39,-32,-1,-50,23,0,-47,8,14,-3,0];20;20;True
[-9,15,4,-3,10,-44,25,27,46,24,36,37,47,-29,-5,-40,-22,-11,0,35,-25,-18,-35,42,-33,39,9,-1,-35,50,-30,19,48,-8,35,19,0,46,9,-43,10,-13,-36,-35,-19];36;38;False
[-21,-29,0,-4,-47,0];5;5;True
[31,-9,-45,38,-20,-38,16,40,-16,32,2,31,14,-11,-42,-48,-48,42,-50,-7,14,16,-6,-12,-45,-40,-25,16,0,0,-30,21,-26,-40,31,-33,31,37,41,19,-5,23];29;35;False
[-13,0,46,15,21,-50,0,-10,-14,-10,-20,47,5,-37,-32,11,-41,0,41,-5,10,0,10,-32,12,-15,0];26;26;True
[39,-38,-37,-4,-10,0,20,-49,49,-37,41,-22,9,-15,-25,-11,-29,45,-31,-40,13,8,3,1,-9,15,0,20,36,11,-11,-35];26;25;False
[-27,-45,-44,5,-33,30,0,-17,-3,48,-44,-47,-10,-21,0,35,0,-42,9,41,13,0,26,0,0,31,-9,-18,-41,-29,-48,-49];24;25;False
[49,-48,0,33,40,-27,-45,-38,24,0,-12,-12,-33,-11,-48,4,-16,7,25,6,-10,-32,27,32,-34,-47,-10,-9,-17,-16,-36,-34,-15];9;26;False
[-40,-10,-28,-16,18,41,-22,21,-35,34,0,0,-30,-5,0,-25,46,0,-36,41,18,-3];17;15;False
[2,0,-41,4,-23,19,47,26,-49,29,38,-13,-15,-11,-46,31,0,-9,0,48,-27,0];21;21;True
[9,9,7,49,23,13,18,12,-34,36,0,35,0,-2,-19,46,5,-1,18,6,-33,30,37,46,-47,48,-40,-16,8,21,-39,2,18,-49,0,-42];34;29;False
[-11,0,1,0,41,-24,-7,33,18,-46,-37,-28,-10,16,26,-37,3,39,-35,0,0,-38,19,0,-38,30,4,41,-19,-31,26,-47];23;25;False
[30,42,10,-46,29,1,13,0,-5,42,-25,-45,30,36,-10,-39,22,30,10,-34,32,-24,-3,-16,30,0,-32,4,-30,-3,-10,30,-6,36,1,38,-38,-37,1,-20,-50,-38];25;35;False
[-34,0,11,0,0,0,32,0,25,7,-45,0,29,-4,-45,48];11;9;False
[17,0,39,44,-6,37];1;1;True
[-4,-41,16,47,18,42,13,20,0,42,19,40,35,-46,0,-45,-47,-9,-20,3,31,0,34,0,8,-5,-45,43,-25,-34,49,38,-15,26,32,0,0,41,-36,-21,-5,-43,16,50,7];36;38;False
[-20,25,44,0,24];3;3;True
[0,-3,42,31,33,-49,-41,-18,43,13,6,0,39,-44,50,-36,16,30,0,41,-46,42,43,8,-12,6,-11,0,1,41,-18];27;24;False
[-16,0,0,43,-31,-14,-41,39,-35,-50,-28,-48,-29,-36,39,-13,43,-19,7,19,30];2;14;False
