x0;y;y_hat;right
[-659,366,265,99,-714,-635,842,607,-425,-122,654,532,663,804,258,701,195,-858,778,-433,863,-91,307,143,-626,-153,-161,-3,-929,454,-188,-327,-100,560,189,-42,817,-371,-209,646,53,479];25;25;True
[-570,-456,-582,-494,496,135,560,-220,-640,-644,-910,-518,320,-836,66,500,668,-148,148,-510,-288,-896,328,-132,-592,-524,-434,-334,974,-656,488,-834,-682];1;1;True
[-332,606,-402,-824,202,878,592,-66,-120,-198,-326,-784,850,-410,724,210,210,372,644,344,-50,-228,-760,-656,638,36,-766,-326,220,312,-254,948,-154];0;0;True
[-625,-871,379,369,227,585,-985,-651,-631,-439,639,-917,219,-141,-609,-653,-967,-855,73,-87,-370,99,289,715];23;24;False
[-105,377,-393,471,329,479,801,-389,-363,27,827,427,-135,-7,-137,-625,-791,775,-803,499,491,-669,-427,-661,-639,405,-863,710,107,-563,175,-235,-867,445,699,583,-273,-263];37;38;False
[803,917,-663,889,437,47,763,-149,283,-237,259,233,-41,957,449,987,-451,-85,-245,367,701,695,-325,871];24;24;True
[479,467,-625,795,-41,-531,-21,893,-583,-489,-971];11;11;True
[575,-77,264,785,308,-879,-851,-260,-697,-743,703,-696,83,-633,923,339,451,-660,-941,-999,-265,-440,313,-922];17;19;False
[110,932,2,802,-601,-970,12,-256,8,-530,-547,392,-671,790,472,-90,-132,206,998,-248,608,-633,-1000];4;3;False
[564,835,70,-920,62,90,85,652,-873,362,710,520,360,444,-558,670,-912,-662,-656,230,-568,260,150,-244,314,-68,-281,-986,-868,-313,-858,-396,134,287,-42,-651,-116,481,302,-472,-234,430,601,-634,744,-566,-256,-148,-216];9;9;True
[-382,568,427,-160,-652,-308,911,985,-210,97,268,-366,-987,725,-877,-901,720,-450,781,-652,271,-84,90,-793,939,-842,615,-279,-117,943,-692,493,684,-901,-783,37,61,861,225,-901,-91,-347,5,-632,-10,-8];27;27;True
[-721,509,-443,-145,-967,275,911,-703,-283,-710,551,411,-267,987,186,111,-811,-432,-707,-509,156,437];18;17;False
[-196,398,49,-953,316,-20,-296,-93,225,-216,789,223,-614,954,260,973,678,-514,-713,-16,724,-848];8;7;False
[125,871,799,837,755,975,-127,-843,313,-464,-983,-497,880,-786,-213,46,497,382,-917,-559,515,-727,-101,-247,-804,833,-467,-797,-79,811,-411,877,-351,538,-841,282,270];28;29;False
[-610,-262,-44,184,590,857,-176,-433,943,-167,971,278,206,797,688,-824,-509,-85,-906,683,79,-291,391,-386,-122,-166,-104,710,656,-278,-65,-687,930,-402,-829,-152,-139,269,-510,-596];17;19;False
[502,-994,-172,266,610,428,-580,-462,22,448,-608,-408,-980,794,416,-436,18,460,-422,564,772,708,-406,640,376,-508,-576,-954,690,-536,764,118,-384,-22,918,862,-470,-230,516,214,410,-106,820,522,-856,264,854,-918,224,-820];0;0;True
[-870,810,792,-184,679,-165,227,-750,938,-85,-143,-85,-648];6;6;True
[-892,-364,-434,-154,986,963,-622];1;1;True
[436,250,-787,546,818,-194,-542,-736,-482,-354,-314,628,-617,-848,488,-119,-698,-565,676,500,608,-612,-284,-886,788,552,734,547,-526,850,374,-724,762,348,562,-840,-754,-824,-602,580,370,14,694,463,909,132,-300,11,364,836];8;7;False
[944,189,811,-349,-822,149,-649,692,-424,473,-500,-483,-591,-311,-511,281,-495,-318,919,-592,500,678,-255,541,-101,13,-910,-839,77,41,231,358,-577,-513,717,869,388,15,-943,740,-568,-750,276,-423,-18,234,-617,-779,-859,186];31;31;True
[-855,315,189,793];4;4;True
[-695,571,717,-948,-705,66,-264,945,925,-174,115,366,971,959,-102,-804];9;9;True
[-700,749,-179,-136,632,520,-266,-126,-316,-197,996,-288,850,870,760,-957,16,498,-518,590,946,-374,496,983,524,-940,623,626];6;6;True
[-370,-16,596,966,-462,-340,272,-426,-582,-726,352,10,244,-842,-540,952,786,-792,942,690,-224,-338,564,-778,-230,-16,-782,-638];0;0;True
[-590,679,-909,43,-512,-422,-129,-397,-3,747,943,57,-31,-25,847,-216,-804,479,-989,-83,802,-903,-598,-569,-43,179,-547,-947,205,7,150,39,-709,-543,556,-287,-234,675,-917,227];30;31;False
[509,356,-849,-948,433,291,726,-678,-921,-331,887,227,613,-427,-773,-817,597,192,-538,-444,331,684,115];15;15;True
[537,591,-859,883,-421,87,281,581,267,335,820,115,455,891,699,419,-810,-723,-851,-695,391,671,913,-636,201,489,881,-333,188,-293,-469,-751];28;29;False
[593,-629,-898,-125,393,499,-55,601,779,-127,814,115,-689,-879,3,-997];14;15;False
[407,-659,865];3;3;True
[-866,429,95,-182,429,-397,-213,-70,-689,936,828,-872,-246,945,17,-697,530,709];10;10;True
[-185,40,184,1000,351,502,210,794,604,2,-974,30,342,732,-402,-328,173,472,772,-659,2,681,-267,954,896,37,378,-73,952,-171];9;9;True
[-633,683,589,-503,-37,331,-101];7;7;True
[-119,-721,-901,-443,-861,-503,-533,-199,469,375,-299,757,-879,-907,-237,-305,-557,9,-119,745];20;20;True
[-236,-382,-8,223,582,163,599,424,-261,358,-695,386,254,-782,-266,-412,58,704,-813,-446,-654,-737];7;7;True
[243,-259,-957,-795,461,439,308,363,881,629,-630,-931,395,-323,-532,-998,-378,834,-533,302,169,677,113,-319,810,653,-175,-313,933,-295,756,652,-968,-703];23;22;False
[785,477,-721,605,215,-603,-611,-99,215,227,-907,-307,905,63,-893,627,411,317,509,-187,-231,609,827,-963,-541,-273,-229,497,-615,-297,-47,515,597,-801,269,19,979,865,305,797,747,7,309,-305,967];45;45;True
[838,-368,-70,640,188,662,26,176,-668,22,-990,984,227,-904,310,918,-634];1;1;True
[981,355,757,834,-99,269,810,547,-469,184,811,-295,507,855,207,-763,723,-888,629,-541,413,695,-141,253,222,-770,-648,-57,-293,87,-223,6,105];25;23;False
[600,374,380,-80,334,804,-882,-354,394,98,62,548,-584,-590,-436,546,-790,-232,676,-250,-814,808,268];0;0;True
[958,-294,-971,319,342,856,-851,-805,122,-575,-481,916,569,348,572,894,187,-609,-188,128,735,-382,-76];10;10;True
[-629,735,979,741,-825,-174,-886,-791,425,648,-409,-595,-773,-524,890,349,-648,137,245,378,681,737,806,-351,-435,-425,-237,312,-3,111,590,-593,797,-17,715,683,269,355,-771];29;30;False
[-50,-639,60,-33,-883,89,907,65,204,-229,562,535,339,97,645,-454,777,-719,-775,-207,-427,206,953,-383,519,-587,-54,614,782,-437,202,723,-89,-483,449,848,-690,214,952];25;25;True
[-165,497,-533,83,-579,499,291,29,-425,-185,-681,-737,417,773,853,273,69,785,77,-183,-547,775,-489,-625,815,-997,207,-851,-57,-423,-707,445,999,-637,349,-779,907,-565,-969,-453];40;40;True
[47,730,-526,962,-727,697,-287,-353,414,-788,801,-633,210,-724,-682,275,695,211,-555,241,38,195,-404,408,922,758,-957,786,876,-772,-312,82,494,691,239,95,86];17;19;False
[-752,812,428,-430,680,828,-528,694,-324,-870,306,-464,-109,422,-511,186,-349,316,-966,748,530,-332,-746,982,224,712,-785,-841,-864,11,-596,-286,136,-190,-267];7;7;True
[637,-177,-861,798,-190,-647,385,-837,-623,494,833,555,528,-435,-959,-974,-716,-775,-315,-398,227,252,-8,-880,-353,57,-115,563,319,-709,203,-283,929,156];23;23;True
[-637,460,-648,-922,15,-968];2;2;True
[-973,-255,-563,-445,-714,-667,-610,193,115,-462,835,280,-687,-957,-683,897,-309,218,-481,-545,-347,268,307,-140];17;16;False
[895,471,449,701,471,829,-807,21,121,-795,33,387,-339,101,-139,-119,-439,625,-389,765,-795,319,535,-147,671,-753,-223];27;27;True
[499,88,-354,-236,822,-968,-732,656,232,-184,-542,170,-608,842,-946,792,732,-944,-248,238,-203,-4];2;2;True
[-870,909,172,696,-841,-892,-320,563,428,-777,-487,982,-140,-353,471,-116,400,875,42,-638,20,-442,-204,980,-290,16,103,168,-93,-443,472,539,180];12;12;True
[691,-121,-819,-129,835,401,245,-37,-85,617,-892,-315,-227,-659,661,-461];15;14;False
[-56,-278,-962,-958,-756,604,184];0;0;True
[581,-119,-748,-231,123,-759,402,111,-791,513,347,287,99,311,282,-759,977,-382,-584,668,-135,803,-413,-931,-584,-425,-447,945,-17,-895,731,-127,355,687,249,-531,-315,-425,883,-487,-447,-459,661,503];37;35;False
[-709,536,-871,-977,353,-397,311,801,320,477,-855,-345,965,-997,773];13;13;True
[-179,-991,-987,933,313,815,-499,-827,-915,-931,-859,255,-15,-823,-73,523,557,-227,103,847,139,155,899,447,987,743,273,697,-643,-57,-739,-83,79,265,859,609,-947,-697,-897,-733,641,-907,-313,1,-459,-253,-183,-729];48;48;True
[12,-803,-193,566,-534,61,-668,-192,111,464,439,214,-782,971,-948,-205,-828,-489,-241];9;9;True
[-101,852,963,-315];3;3;True
[-852,753,347,-872,868,-622,489,797,371,-769,-408,42,-392,-374,316,-163,982,-923,-517];9;11;False
[40,966,286,-564,58,42,-676,350,204,-649,-932,282,410,-414,972,704,60,-876,866,222,313,504,-764,-8,882,-588,398,334,501,886,974,-464,-264];3;3;True
[-740,-54,15,-330,138,-802,-514,172,-946,-842,-844,839,-950,552];2;2;True
[662,-419,-953,-268,182,806,-874,-979,-377,446,-690,995,-780,439,72,8,-360,210,299,822,683,-520,-317,-698,276,-302,776,-778,-124,-730,-606,-880,138,-691,986,-771,-896,531,732,-766,-366,-36,193,705,-537];15;16;False
[-934,978,-674,700,-524,-622,4,-128,16,-6,-724,744,-690,32,-256,-972,-446,216,262,-76,-940,500,-362,502,-900,-596,544,591,142,-788,-539,-806,-514,-716,-24,706,660];2;2;True
[-286,-764,-804,930,-750,-616,572,-404,-896,-220,938,-878,-580,488,612,-588,-518,-388,326,-58,-952,-122,132];0;0;True
[-524,-533,-963,812,-916,23,886,-944];3;3;True
[921,-348,-425,623,870,439,-586,-746,-906,-860,843,-598,-691,-982,343,-743,-73,-746,-111,-577,-911,857,168,-444,161,381,409,756,-66,-239,-815,-524,88,139,543,683,539,-388,-795,-384,-752,304,639,-819,-433,704,-878,649,-293,479];29;31;False
[-169,791,-311,-655,187,-603,381,-511,495,659,-471,955];12;12;True
[-175,529,-420,392];2;2;True
[773,817,-913,462,742,-159,831,791,377,281,-886,-74,53,-393,-50,791,957,-399,111,-167];15;14;False
[313,906,-688,521,286,-155,544,698,-488,87,-527,-688,-226,91,655,75];8;8;True
[414,446,724,296,-854,936,-140,684,-774,-602,458,-780,826,644,991,598,-464,319,4,769,-863,-829,980,-540,-411,848,115,244,592,-372,-931,-244,-597,42,610,-788,-328,-718,14,966,116,654,70,698,-874,-34,-800,-580,992,-210];9;9;True
[490,-924,549,522,292,-815,-672,-732,781,-56,26,338,428,316,-928,-453,820,381,884,-474,410,-412,-792,466,384,-620,680];5;5;True
[-23,638,924,-416,-220,-953,-681,898,174,364,356,878,258,-704,-836,648,-272,-102,236,-768,-72,-14,957,700,-700,282,129,656,398,-282,-16,824,892,-174,658,-590,-682,-942,344,388,282,530];5;5;True
[-691,240,-301,-304,-997];3;3;True
[602,-819,142,-858,8,264,913,963,893,-814,-604,-907,450,24,-431,-613,-420,407,-559,79,113,197,-803,-903,-179,-320,-334,447,590,-752,-931,754,-208,-293,405,-286,387,-323,-338,404,232,-651,-354,-336,-130];22;22;True
[-194,-501,-247,-521,37,107,498,427,-219,-729,-421,-297,-199,567,-951,-697,-71,67,153,263,-563,-957,-45,-499,-393,79,-153,833,-173,249,811,287,135,399,31];33;32;False
[125,697,673,-369,143,399,-894,-503,-929,-487,-975,-121,-661,-343,-433,173,93,87,909,-185,-705,651,-378,-647,-429,531,-909,-859,-973,901,817,505,-299];31;31;True
[600,554,-686,960,-982,742,-407,-966,-13,282,174,184,-841,720,533,-707,-574,-832,320,360,-335,-475,123,214,-596,660,868,-277,90,-37,-882,461,2,-617,-386,-149,-503,223,-616,949,-942,588,671,-204,-371,704,-482];18;18;True
[-590,810,-843,-525,728,85,518,-945,-528,-534,5,975,-702,466,117,197,-647,538,-659,5,-257,364,-915,-165,695,941,-791,868,-370,730];17;16;False
[622,956,-409,500,-744,-506,-824,-610,-94,788,673,-290,-982,118,486,146,-706,-134,604,384,-556,-168,-56,620,-414,-451,-92];3;3;True
[-436,986,-231,318,36,44,948,636,786,520,-934,236,-602,-244,-900,-733,938,-630,-140,-842,108,-665,262,841,-450,-952,-157];5;5;True
[-737,-945,-319,861,785,261,453,-807,143,703,885,-579,-409,441,-317,959,601,579,241,133,855,-281,-683,-531,-689,-499,-69,757,-521,-307,-11,-495,155,85,-215,-315,-841,-149,745,-497,79,835];42;40;False
[-981,729,-81,39,-385,339,-615,-175,-965,-363,-95,527,115,-471,367,511,131,-681,-299,777,-807,65,-171,957,229,363,-817,-867,-763,-787,63,-789,-739,-615];34;34;True
[-813,59,921,-203,-775,-339,651,-545,-731,-579,-929,-361,957,-857,-425,547,539,-543,-341,499,213,-941,969,-459,333,13,935,-207,-621,763,-977,-989,-909,-209,683,-731];36;36;True
[978,360,276,-628,-999,884,-832,516,232,-306,806,-216,-60,808,-938,305,958,238,-812,-328,-874,-80,54,176,-556,200,770,-966,-256,930,746,446,497];3;3;True
[344,723,463,413,-565,664,831,736,353,767,-99,289,651,-246,83,9,232,561,529,-897,-462,-319,-921,698,36,-649,823,244,-246,-870,-726,374,-569,-347];21;20;False
[405,-817,274,193,-953,-149,-177,-53,369,922,-233,-996,23,-674,-79,112,0,198,-836,-484,-977,-701];13;13;True
[317,-101,307,559,-519,387,-933,-461,471,-823,875,-343,-25,557,555,-121,-399,283,-51,-343,863,301,179,-243,49,405,197,463,165,231,513,143,821,-891,-45,-645];36;36;True
[62,702,860,807,-952,-22,104,214,-646,-26,-522,-678,86,-324,-628,-439,148,148,616,544,228,932,758,-104,936,-326,646,-77];3;3;True
[575,-25,-834,-150,92,433,590,539,-207,-810,214,-295,-166,410,-370,128,-996,123,952,695,30,-177,-972,-198,-617,446,249,706,280,298,606,456,682];11;11;True
[780,-858,435,-516,388,122,-187,-941,120,-808,937,280,-790];4;4;True
[-778,-82,-968,810,233,-607,-579,158,-155,19,-526,-980,565,-170,778,-619,535,599,11,226,313,842];11;11;True
[-851,703,79,637,839,-418,-581,-641,-449,-734,551,-956,251,-821,-99,-57,345,-287,-183,-92,-975,-199,-895,-393,947,631,-590];22;21;False
[494,-36,2,-356,-968,-88,-58,74,412,4,-148,786];0;0;True
[789,675,225,421,571,-666,134,-245,-715,235,405,903,932,879,-981,754,-529,-941,751,-33,975];17;16;False
[-3,933,618,-669,231,220,-138,-195,-397,-392,-415,205,-75,-79,641,-639,647,753,281,113,65];17;19;False
[933,-331,-27,873,-301,-53,-467,904,883,631,921,615,501,-245,-931,397,791,-209,-847,-775,-525,-298,-207,-955,-151,-129,545,-449,-127,540,215,-21,571,187];31;32;False
[-236,649,610,-9,-90,-878,-953,-546,123,845,321,813,946,422,810,-437,409,-453,215,621,-385,481,982];14;14;True
[-817,755];2;2;True
[411,-547,-821,589,-921,-324,-961,21,-704,461,-143,-918,1000,877,674,206,888,467,-878,457,976,375,-137,926,248,139,-265,-368,809,394,322];17;16;False
[-955,77,-331,-942,-156,-586,484,14,-560,-646,-678,70,-190,112,152,-276,-499,423,738,-418];5;5;True
[807,183,-159,-431,202,-232,391,172,386,-629,-79,-479,868,496,-704,-295,-220,110,600,452,226,-892,801,769,-390,683,410,-243,867,-964,-360,-175];15;14;False
[710,-387,-418,268,107,376,869,-39,658,320,375,-12,-693,-772,-823];7;7;True
[-856,-672,-954,931,80,-79,-432,428,-998,-241,-423,180,73,-123,-704,-776,-666,278,970,-636,95,92,-586,662,978,-958];7;7;True
[-573,316,-734,926,170,-20,420,248,-848,-978,-562];1;1;True
[726,362,-562,-290,-330,76,-464,686,190,448,-216];0;0;True
[-84,-736,-810,342,166,-634,-400,134,300,-838,504,-926,-914,-262,-954,460,734,-580,202,-900];0;0;True
[-170,360,876,724,-826,982,200,964,-194,582,-380,-202,-684,858,310,-618,-330,-90,-186,720,494,-194,-76];0;0;True
[937,-912,-695,-859,314,-850,-204,583,578,223,-414,84,-590,-904,653,19,-519,-54,-488,337,-776,767,-715,175,53,984,73,-240];14;14;True
[409,-176,-188,83,-541,229,-487,-49,-350,614,-666,760,609,-744,-383,505,-343,295,-227,489,493,-551,-480,750,51,251,-487,-165,-763,-694,937];21;20;False
[949,881,503,588,-347,53,366,760,559,-894,-657,-232,-387,-192,140,-512,978,174,-391,-316,-398,88,-584,569,-760,365,714,-508,-342,799,-499,669,-629,233,605,107,-577,961,737,706,-181,-387];23;22;False
[-76,-8,-80,-738,-924,-614,-126,-990,-64,-796,772,-572,320,-286,-78,496,700,836,-230,-500,436,966,376,-360,-346,-136,852,656,100,-926,-76,-583,-954,914];1;1;True
[-664,-604,905,226,608,-349,640,-974,-72,-904,-860];2;2;True
[769,-607,-973,529,-539,571,1,-487,697,473,-529,-477,-799,248,737,917,579,-651,-983,539,-963,-927,173,-899,933,784,635,-863,99,-393,-927,-272,-872,-619,-298,411,173,875,-341,-95,127,269,-167,137,619];40;41;False
[108,-588,-50,-672,-639,-180,-11,-830,923,-492,987,656,-305,412,-863,-528,808,-302];6;6;True
[-8,-708,544,497,314,311,-890,675,-2,23,633,979,-480,-581,-876,-57,-8,-246,-273,355,258,-810,-592,-785,-426,-361,14,-988,71,120,-387,621,611,606,-264];16;16;True
[19,-182];1;1;True
[-721,-404,711,463,-625,-524,768,731,-115,-528,-234,-811,-204,650,708,-478,-946,-443,-237,444,503,278,-3,0,-804,108,-166,208,878,10,-154,-279];12;13;False
[929,893,-809,491,143,-531,751,221,903,-429,669];11;11;True
[-898,671,-347,749,-181,-751,-161,-854,-833,395,375];9;9;True
[584,381,675,507,-865,-51,-975,-889];7;7;True
[240,-560,22,70,516,-342,321,426,798,-919,166,394];2;2;True
[986,-81,267,881,-921,501,971,655,-515,379,-649];10;9;False
[984,-852,820,666,472,-693,974,-713,-93,678,298,231,-868,486,601,-281,-232,161,-119,-112,-432,170,-198,952,991,-854,-622,711,706,-77,38,46,-117,-52,-566,-192,496,34,911,105,2,569,258,926,500,-282];15;14;False
[-480,-621,-8,-17,163,401,-913,731,663,917,-364,395,79,521,-343,-49,25,-313,-965,667,538,332,-387,845,821,-779,-723,341,-733,797,391,257,543,-501,52,266];29;29;True
[565,542,-70,953,834,88,-527,839,330,-733,373,-969,-174,-443,356,995,-395,-192,-190,-338,623,-47,254,-768,-301,-27,-741];15;16;False
[284,51,-706,-323,631,770,-816,951,357,266,29,843,483,-613,-135,991,-917,691,441,230,88,9,667,-770,-885,-146,377,780,591,-197,-96,-211,-307,625,642,291];24;26;False
[533,-537,773,-1,-260,-274,-917,411,-485,-315,-716,176,893,905,281,727,-887,331,-225,129];16;15;False
[903,-89,-745,973,362,-995,-396,265,-381,759,957,-243,-799];11;11;True
[531,125,809,337,767,-667,-35,-603,-225,-427,-853,-311,-439,669,-863,-173,-559,733,15,437,-789,465,-479,461,-943,-227,437,-279,109,581,-7,621,173,733,429,-827,267,905,795,-97,129,753,891,-107,343,-517,17];47;45;False
[593,905,-328,-111,-758,-387,-29,983,95,-753,-625,211,-159,255,697,-461,427,255,-113,11,-849,70,-219,691,775,-449,861,83,-29];26;28;False
[-704,832,-748];0;0;True
[-601,971,348,-788,-982,247,20,-156,-637,-961,-478,895,-558,440,850,78,-460,-336];6;6;True
[-905,47,-631,-10,-228,885,143,-491,-225,-797,-275,-101,-577,-398,813,223,-455,-810,-271,-324,720,809,-17,970,-521,-701,-601,-741,436,-745,377,-549,946,-518,-43,983,26,717];27;28;False
[-77,-165,21,523,271,489,-383,-289,281,-771,-419,405,-783,-99,-815,181,463,-969,-241,-967,625,-851,-613,-511,-523,-277,137,-545,579,-551,771,657,465,-959,797,-677,591,449,889,59,919];41;41;True
[472,286,216,410,-4,472,-586,392,522,578,332,620,768,-482,446,338,-268,-230,-190,-460,-432,-184,72,-600,-780,-62,638,-352,-160,-716];0;0;True
[967,767,339];3;3;True
[523,290,118,-191,-563,26,597,679,-263];6;6;True
[253,-715];2;2;True
[277,663];2;2;True
[-574,-245,701,-339,-917,325,-205,-220,402,-222,-217,-91,-971,382,611,-230,-323,-300,114,82,-19,529,487,489,-728,835,-922,-457,-7,685,-211,-361,-629,87,-933,-363,364,157,620,95,357,20,191,-957,-703,838,-736,904];31;33;False
[-861,-115,489,454,-982,940,-843,-587,292,-872,-716,-473,-759,-789,270,557,64,-525,919,-439,-191,-24,-241,-855,440,30,-266,615,878,-323,-431,-891,-3,-485,243,-149,-473];24;24;True
[-585,-51,-999,503,263,157,161,673,24,965,827,-603,907,-733,-453,-419];15;16;False
[-135,309,-685,-245,-779,809,-385,-341,579,799,-345,681,-412,90,-80,628,193,964,-954,-762,509,-128,-100,89,313,457,-471,326,14,-864,-917,61,-639,-595,-660,458];22;24;False
[217,247,197,-825,-274,507,558,-869,-268,788,749,371,-834,267,645,620,-467,351];12;12;True
[593,983,25,-697,929,399,797,-927,-905,-583,-29,33,897,-421,406,-439,-631,-741,-727,-801,-951,-837,-231,-447,-631,-815,545,527,831,-757];29;29;True
[611,-663,648,37,-73,591,-231,359,361,-533,821,-495,685,23,-575,283,-899,928,975];17;17;True
[512,8,-128,216,-168,540,458,-792,660,962,512,703,440,484,-674,-403,-942,-224,-580,-794,-550,952,840,-464,859,-187,-198];4;4;True
[-222,-343,-92,881,849,112,-147,83,114,-13,414];6;6;True
[45,-873,526,739,-713,29,-419,-856,-511,-480,974,-59,-510,-387,379,177,-902,391,-801,972,-631,-31,-349,-289,-643,832,-61,658,-881,-457,-540,-611,-883,849,628,878,102,260,-625,-589];26;24;False
[-21,867,1,-565,507,-185,257,-558,-230,664,529,-289,-653,-893,831,758,-215,-891,195,-881,37,-884,38,407,298,-455,873,901,209,-447,-378,362,-825,-181,-526,225,-567,-163];28;26;False
[802,534,-962,778,378,448,-116,200,-981,842,-934,914,-898,585,-265,-834,279,633,832,-776,-149,-136,988,484,598,-300,796,-598,-242,-834,-390,-872,90,346,-602,-536,678,360];6;6;True
[466,-82,-54,848,-634,-954,912,20,-804,-788,-64,776,510,-482,374,-616,-56,206,-602,698,438,-224,920,-978,894,-244,736,-478,-658,654,152,170,-232,-36,212,-444,396,-250,-410,-520,612];0;0;True
[-596,-830,94,354,-148,-199,574,89,-983,984,-509,-160];4;4;True
[160,847,-268,-418,-924,6,920,4,682,-588,162,624,-780,186,-136,-281,608,544,-338,-342,664,-1000,-96,468,-614,720,-396,-362,448,-126,744,-639,152];3;3;True
[950,574,530,808,924,132,-963,-908,-500,-150,-45,384,887,286,-494,-224,-965,362,298,-331,-797,-914,-70,-531,-336,924,-567,138,-136,900,926,15,274,-54,-416,348,-275,539,-806,-472,86,878,-486,560,-859,-73];13;14;False
[-24,-657,-38,-368,-820,129,-838,-801];3;3;True
[969,626,559,518,-999,-570,-228,782,-567,829,-208,171,579,238,647,-660,-561,786,460,-237,-222,844,925,-445,-384,-835,-415,27,707,-806,661,895,409,109];20;19;False
[-961,743,-679,-929,141,103,-655,-291,705,-295,-55,-377,393,559,-971,157,-235,895,-57,339,17,-753];22;22;True
[60,90,-258,-548,664];0;0;True
[-82,-812,-658,-948,-620,-258,-967,777,-88,-241,-940,-444,-163,320,612,-242,-270,924,-888,-380,-302,560,-608,590,-565,591,60,68,722,582,-556];6;6;True
[796,-840,-966,34,162,-410,-264,272,152,762,836,-678,-644,-934,-306,332,182,-732];0;0;True
[4,-744,236,-244,676,932,-640,-46,-956,-8,-898,-135,46,663,2,76,940,20,978,715,378,-994,310,342,129,-133,-882,-6,-294];5;5;True
[268,-70,-776,116,868,586,-760,240,24,732,-782,354,196,728,844,-414,444,-324,-594,-736,-238,-120,-836,392,-942,204,-991,-840,-504,314,802,978,-133,-54,-48,-378];2;2;True
