x0;y;y_hat;right
4316;"large";"large";True
-3125;"small";"small";True
2949;"large";"large";True
-226;"small";"small";True
9252;"large";"large";True
-8981;"small";"small";True
5674;"large";"large";True
4908;"large";"large";True
-9311;"small";"small";True
360;"small";"small";True
7949;"large";"large";True
-9617;"small";"small";True
1365;"";"";True
4573;"large";"large";True
-8800;"small";"small";True
-4238;"small";"small";True
1375;"";"";True
-9077;"small";"small";True
-6086;"small";"small";True
-18;"small";"small";True
2039;"large";"large";True
-2405;"small";"small";True
3495;"large";"large";True
4682;"large";"large";True
-6001;"small";"small";True
-5032;"small";"small";True
6138;"large";"large";True
3752;"large";"large";True
-2955;"small";"small";True
-5472;"small";"small";True
3540;"large";"large";True
-2763;"small";"small";True
-8092;"small";"small";True
-9101;"small";"small";True
-8459;"small";"small";True
-5317;"small";"small";True
6237;"large";"large";True
1723;"";"";True
-4581;"small";"small";True
-7274;"small";"small";True
1323;"";"";True
8372;"large";"large";True
4850;"large";"large";True
-2237;"small";"small";True
8464;"large";"large";True
-8453;"small";"small";True
7850;"large";"large";True
7777;"large";"large";True
-1272;"small";"small";True
6966;"large";"large";True
3573;"large";"large";True
4921;"large";"large";True
8407;"large";"large";True
-4635;"small";"small";True
-2619;"small";"small";True
-7237;"small";"small";True
3374;"large";"large";True
-4022;"small";"small";True
-2389;"small";"small";True
-5544;"small";"small";True
-5715;"small";"small";True
1930;"";"";True
9064;"large";"large";True
8879;"large";"large";True
2069;"large";"large";True
-3579;"small";"small";True
1464;"";"";True
1295;"";"";True
4263;"large";"large";True
8143;"large";"large";True
-5555;"small";"small";True
172;"small";"small";True
-4801;"small";"small";True
-6588;"small";"small";True
-427;"small";"small";True
5074;"large";"large";True
-9433;"small";"small";True
7507;"large";"large";True
8995;"large";"large";True
1242;"";"";True
6068;"large";"large";True
-3537;"small";"small";True
1203;"";"";True
6506;"large";"large";True
-620;"small";"small";True
-6484;"small";"small";True
-1574;"small";"small";True
5505;"large";"large";True
-3315;"small";"small";True
-9970;"small";"small";True
6638;"large";"large";True
6945;"large";"large";True
-6637;"small";"small";True
687;"small";"small";True
-4943;"small";"small";True
-2941;"small";"small";True
1443;"";"";True
-1442;"small";"small";True
7367;"large";"large";True
-8409;"small";"small";True
-8258;"small";"small";True
5262;"large";"large";True
-3846;"small";"small";True
926;"small";"small";True
8588;"large";"large";True
4600;"large";"large";True
2313;"large";"large";True
827;"small";"small";True
858;"small";"small";True
1642;"";"";True
5301;"large";"large";True
5036;"large";"large";True
-6417;"small";"small";True
1192;"";"";True
4257;"large";"large";True
-1008;"small";"small";True
6607;"large";"large";True
-1702;"small";"small";True
-7408;"small";"small";True
-9575;"small";"small";True
1117;"";"";True
2165;"large";"large";True
-4158;"small";"small";True
-7004;"small";"small";True
-4544;"small";"small";True
829;"small";"small";True
-9649;"small";"small";True
-2090;"small";"small";True
271;"small";"small";True
4117;"large";"large";True
54;"small";"small";True
-177;"small";"small";True
8006;"large";"large";True
1956;"";"";True
5317;"large";"large";True
8002;"large";"large";True
-1589;"small";"small";True
-5947;"small";"small";True
4173;"large";"large";True
431;"small";"small";True
9097;"large";"large";True
266;"small";"small";True
907;"small";"small";True
-447;"small";"small";True
9703;"large";"large";True
-6554;"small";"small";True
-1503;"small";"small";True
1490;"";"";True
-1519;"small";"small";True
-7532;"small";"small";True
3453;"large";"large";True
4828;"large";"large";True
-5368;"small";"small";True
3427;"large";"large";True
5055;"large";"large";True
-9701;"small";"small";True
-7792;"small";"small";True
-4062;"small";"small";True
-5471;"small";"small";True
-5855;"small";"small";True
6387;"large";"large";True
-3650;"small";"small";True
9073;"large";"large";True
8326;"large";"large";True
-412;"small";"small";True
5254;"large";"large";True
2546;"large";"large";True
9821;"large";"large";True
5323;"large";"large";True
3882;"large";"large";True
9903;"large";"large";True
-4910;"small";"small";True
356;"small";"small";True
6888;"large";"large";True
643;"small";"small";True
6023;"large";"large";True
-9598;"small";"small";True
-8712;"small";"small";True
1881;"";"";True
-4696;"small";"small";True
8214;"large";"large";True
5681;"large";"large";True
-4662;"small";"small";True
3554;"large";"large";True
2148;"large";"large";True
-3545;"small";"small";True
7440;"large";"large";True
-2165;"small";"small";True
-2141;"small";"small";True
3929;"large";"large";True
7389;"large";"large";True
-9656;"small";"small";True
7491;"large";"large";True
-4773;"small";"small";True
-2746;"small";"small";True
-4227;"small";"small";True
9845;"large";"large";True
3082;"large";"large";True
-1807;"small";"small";True
157;"small";"small";True
8881;"large";"large";True
-4895;"small";"small";True
-7206;"small";"small";True
2938;"large";"large";True
3138;"large";"large";True
-3598;"small";"small";True
6736;"large";"large";True
-6324;"small";"small";True
-6452;"small";"small";True
-2213;"small";"small";True
-2891;"small";"small";True
5292;"large";"large";True
-7321;"small";"small";True
1112;"";"";True
1258;"";"";True
3004;"large";"large";True
-2460;"small";"small";True
3451;"large";"large";True
908;"small";"small";True
3205;"large";"large";True
-9678;"small";"small";True
7617;"large";"large";True
-8028;"small";"small";True
-613;"small";"small";True
3155;"large";"large";True
-4974;"small";"small";True
7123;"large";"large";True
-3984;"small";"small";True
479;"small";"small";True
-3702;"small";"small";True
8543;"large";"large";True
7549;"large";"large";True
9207;"large";"large";True
8474;"large";"large";True
-9481;"small";"small";True
-5930;"small";"small";True
-5305;"small";"small";True
-6928;"small";"small";True
7768;"large";"large";True
-1011;"small";"small";True
7364;"large";"large";True
-5940;"small";"small";True
1391;"";"";True
2569;"large";"large";True
4741;"large";"large";True
-6279;"small";"small";True
7914;"large";"large";True
2210;"large";"large";True
-8536;"small";"small";True
-2790;"small";"small";True
3672;"large";"large";True
-5155;"small";"small";True
-6589;"small";"small";True
2514;"large";"large";True
2822;"large";"large";True
-4785;"small";"small";True
-1074;"small";"small";True
-4945;"small";"small";True
1488;"";"";True
-7818;"small";"small";True
-9673;"small";"small";True
-8923;"small";"small";True
-3312;"small";"small";True
-9882;"small";"small";True
-4079;"small";"small";True
-2742;"small";"small";True
-6582;"small";"small";True
8212;"large";"large";True
9379;"large";"large";True
-2058;"small";"small";True
-7541;"small";"small";True
1581;"";"";True
8300;"large";"large";True
4568;"large";"large";True
-9771;"small";"small";True
3543;"large";"large";True
3114;"large";"large";True
3224;"large";"large";True
-9463;"small";"small";True
2997;"large";"large";True
-9442;"small";"small";True
-3072;"small";"small";True
-897;"small";"small";True
2187;"large";"large";True
-8121;"small";"small";True
832;"small";"small";True
5592;"large";"large";True
-5442;"small";"small";True
9947;"large";"large";True
-2092;"small";"small";True
7681;"large";"large";True
-4921;"small";"small";True
-5010;"small";"small";True
8312;"large";"large";True
-2100;"small";"small";True
-6396;"small";"small";True
-1174;"small";"small";True
-134;"small";"small";True
8621;"large";"large";True
-9389;"small";"small";True
-9874;"small";"small";True
8837;"large";"large";True
-4354;"small";"small";True
-8519;"small";"small";True
9813;"large";"large";True
2850;"large";"large";True
1324;"";"";True
-8810;"small";"small";True
5207;"large";"large";True
2537;"large";"large";True
8239;"large";"large";True
6614;"large";"large";True
-1597;"small";"small";True
9783;"large";"large";True
-5070;"small";"small";True
-5816;"small";"small";True
2707;"large";"large";True
3462;"large";"large";True
-8867;"small";"small";True
-6403;"small";"small";True
-695;"small";"small";True
3738;"large";"large";True
6171;"large";"large";True
-9818;"small";"small";True
2658;"large";"large";True
-1734;"small";"small";True
-4653;"small";"small";True
4555;"large";"large";True
-1471;"small";"small";True
2924;"large";"large";True
-5007;"small";"small";True
6743;"large";"large";True
8602;"large";"large";True
3890;"large";"large";True
-1457;"small";"small";True
3690;"large";"large";True
4101;"large";"large";True
664;"small";"small";True
-8153;"small";"small";True
-4429;"small";"small";True
4687;"large";"large";True
7778;"large";"large";True
-5003;"small";"small";True
-8764;"small";"small";True
8909;"large";"large";True
-2638;"small";"small";True
-4697;"small";"small";True
1334;"";"";True
-9022;"small";"small";True
-5403;"small";"small";True
-1953;"small";"small";True
9148;"large";"large";True
-4122;"small";"small";True
3990;"large";"large";True
-8638;"small";"small";True
7242;"large";"large";True
1283;"";"";True
1919;"";"";True
2931;"large";"large";True
-6431;"small";"small";True
-9809;"small";"small";True
6085;"large";"large";True
4216;"large";"large";True
9415;"large";"large";True
-5273;"small";"small";True
4163;"large";"large";True
-7968;"small";"small";True
-8770;"small";"small";True
-1332;"small";"small";True
1716;"";"";True
-2432;"small";"small";True
-2067;"small";"small";True
-5427;"small";"small";True
9528;"large";"large";True
-8332;"small";"small";True
3110;"large";"large";True
7631;"large";"large";True
-9731;"small";"small";True
6801;"large";"large";True
-9270;"small";"small";True
1509;"";"";True
98;"small";"small";True
-5837;"small";"small";True
-4419;"small";"small";True
4740;"large";"large";True
-8569;"small";"small";True
1871;"";"";True
-3081;"small";"small";True
-7183;"small";"small";True
-1570;"small";"small";True
5988;"large";"large";True
-6814;"small";"small";True
-7455;"small";"small";True
703;"small";"small";True
5684;"large";"large";True
-6772;"small";"small";True
1988;"";"large";False
-4976;"small";"small";True
-8960;"small";"small";True
-4311;"small";"small";True
8831;"large";"large";True
-5025;"small";"small";True
6708;"large";"large";True
5401;"large";"large";True
7145;"large";"large";True
8237;"large";"large";True
7796;"large";"large";True
-3308;"small";"small";True
2557;"large";"large";True
-1479;"small";"small";True
9674;"large";"large";True
-577;"small";"small";True
-8915;"small";"small";True
-6261;"small";"small";True
2987;"large";"large";True
-2599;"small";"small";True
8482;"large";"large";True
-8289;"small";"small";True
-1099;"small";"small";True
-5092;"small";"small";True
3774;"large";"large";True
6494;"large";"large";True
-8;"small";"small";True
-7279;"small";"small";True
7966;"large";"large";True
2474;"large";"large";True
-4598;"small";"small";True
-4646;"small";"small";True
422;"small";"small";True
8553;"large";"large";True
9701;"large";"large";True
-4960;"small";"small";True
-7037;"small";"small";True
7107;"large";"large";True
7790;"large";"large";True
-4045;"small";"small";True
2323;"large";"large";True
-2775;"small";"small";True
-837;"small";"small";True
2290;"large";"large";True
-1157;"small";"small";True
7039;"large";"large";True
-8303;"small";"small";True
-7142;"small";"small";True
-325;"small";"small";True
5665;"large";"large";True
336;"small";"small";True
-4965;"small";"small";True
-9146;"small";"small";True
-9472;"small";"small";True
638;"small";"small";True
8336;"large";"large";True
6488;"large";"large";True
3871;"large";"large";True
5901;"large";"large";True
1337;"";"";True
3562;"large";"large";True
-4101;"small";"small";True
-3160;"small";"small";True
8656;"large";"large";True
-5935;"small";"small";True
-8006;"small";"small";True
-3003;"small";"small";True
-5476;"small";"small";True
3874;"large";"large";True
-9546;"small";"small";True
2834;"large";"large";True
8110;"large";"large";True
-978;"small";"small";True
-4832;"small";"small";True
-8144;"small";"small";True
2638;"large";"large";True
-1888;"small";"small";True
9988;"large";"large";True
5762;"large";"large";True
-5995;"small";"small";True
-143;"small";"small";True
-8502;"small";"small";True
7734;"large";"large";True
281;"small";"small";True
6766;"large";"large";True
9019;"large";"large";True
-7457;"small";"small";True
-9592;"small";"small";True
-5121;"small";"small";True
4446;"large";"large";True
2344;"large";"large";True
1016;"";"";True
-6606;"small";"small";True
-6271;"small";"small";True
2545;"large";"large";True
-2518;"small";"small";True
4567;"large";"large";True
-6036;"small";"small";True
3484;"large";"large";True
7138;"large";"large";True
1515;"";"";True
6289;"large";"large";True
6532;"large";"large";True
6771;"large";"large";True
-8952;"small";"small";True
3005;"large";"large";True
-8526;"small";"small";True
4381;"large";"large";True
-2503;"small";"small";True
-1186;"small";"small";True
6834;"large";"large";True
6452;"large";"large";True
6044;"large";"large";True
-6061;"small";"small";True
-1835;"small";"small";True
8683;"large";"large";True
-5684;"small";"small";True
-5532;"small";"small";True
4181;"large";"large";True
1422;"";"";True
-1945;"small";"small";True
8070;"large";"large";True
-7243;"small";"small";True
8731;"large";"large";True
-7200;"small";"small";True
-9538;"small";"small";True
-1817;"small";"small";True
5294;"large";"large";True
5877;"large";"large";True
4028;"large";"large";True
-6809;"small";"small";True
9900;"large";"large";True
-3933;"small";"small";True
3010;"large";"large";True
-8497;"small";"small";True
7954;"large";"large";True
-8242;"small";"small";True
230;"small";"small";True
7427;"large";"large";True
-8262;"small";"small";True
-9037;"small";"small";True
-3944;"small";"small";True
-2461;"small";"small";True
-9505;"small";"small";True
-8390;"small";"small";True
-9384;"small";"small";True
8939;"large";"large";True
9062;"large";"large";True
-35;"small";"small";True
3185;"large";"large";True
3210;"large";"large";True
8484;"large";"large";True
1770;"";"";True
5719;"large";"large";True
3762;"large";"large";True
7187;"large";"large";True
1208;"";"";True
-7588;"small";"small";True
2339;"large";"large";True
1140;"";"";True
1747;"";"";True
-1844;"small";"small";True
-5091;"small";"small";True
-2226;"small";"small";True
320;"small";"small";True
8565;"large";"large";True
9433;"large";"large";True
321;"small";"small";True
-7709;"small";"small";True
-1204;"small";"small";True
6096;"large";"large";True
-2071;"small";"small";True
-9;"small";"small";True
-7749;"small";"small";True
8992;"large";"large";True
7890;"large";"large";True
1233;"";"";True
-1736;"small";"small";True
-2682;"small";"small";True
5451;"large";"large";True
-1777;"small";"small";True
8534;"large";"large";True
-2758;"small";"small";True
-350;"small";"small";True
-5943;"small";"small";True
-5465;"small";"small";True
-6260;"small";"small";True
7687;"large";"large";True
9371;"large";"large";True
-6841;"small";"small";True
6519;"large";"large";True
4172;"large";"large";True
-2138;"small";"small";True
-3938;"small";"small";True
-4811;"small";"small";True
